state,city,population,location
Texas,Decatur city,6042,"Decatur city, Texas"
Texas,Grays Prairie village,337,"Grays Prairie village, Texas"
Texas,Kennard city,337,"Kennard city, Texas"
Texas,Leroy city,337,"Leroy city, Texas"
Texas,Sealy city,6019,"Sealy city, Texas"
Texas,Trent town,337,"Trent town, Texas"
Texas,Addison town,13056,"Addison town, Texas"
Texas,Port Neches city,13040,"Port Neches city, Texas"
Texas,Matador town,607,"Matador town, Texas"
Texas,Kilgore city,12975,"Kilgore city, Texas"
Texas,Childress city,6105,"Childress city, Texas"
Texas,Keene city,6106,"Keene city, Texas"
Texas,Everman city,6108,"Everman city, Texas"
Texas,Marble Falls city,6077,"Marble Falls city, Texas"
Texas,Falls City city,611,"Falls City city, Texas"
Texas,Cushing city,612,"Cushing city, Texas"
Texas,Pleasant Valley town,336,"Pleasant Valley town, Texas"
Texas,Pecan Hill city,626,"Pecan Hill city, Texas"
Texas,Montgomery city,621,"Montgomery city, Texas"
Texas,Alpine city,5905,"Alpine city, Texas"
Texas,Joshua city,5910,"Joshua city, Texas"
Texas,Alma town,331,"Alma town, Texas"
Texas,Rosser village,332,"Rosser village, Texas"
Texas,Ingleside on the Bay city,615,"Ingleside on the Bay city, Texas"
Texas,Roanoke city,5962,"Roanoke city, Texas"
Texas,Marlin city,5967,"Marlin city, Texas"
Texas,Canyon city,13303,"Canyon city, Texas"
Texas,New Hope town,614,"New Hope town, Texas"
Texas,Bridgeport city,5976,"Bridgeport city, Texas"
Texas,New Home city,334,"New Home city, Texas"
Texas,Borger city,13251,"Borger city, Texas"
Texas,Fair Oaks Ranch city,5986,"Fair Oaks Ranch city, Texas"
Texas,Burnet city,5987,"Burnet city, Texas"
Texas,Ladonia town,612,"Ladonia town, Texas"
Texas,Sanctuary town,329,"Sanctuary town, Texas"
Texas,Katy city,14102,"Katy city, Texas"
Texas,Smiley city,549,"Smiley city, Texas"
Texas,Alamo Heights city,7031,"Alamo Heights city, Texas"
Texas,Pine Forest city,487,"Pine Forest city, Texas"
Texas,Oglesby city,484,"Oglesby city, Texas"
Texas,Bellmead city,9901,"Bellmead city, Texas"
Texas,Leakey city,425,"Leakey city, Texas"
Texas,Aransas Pass city,8204,"Aransas Pass city, Texas"
Texas,Evant town,426,"Evant town, Texas"
Texas,Hawk Cove city,483,"Hawk Cove city, Texas"
Texas,Elgin city,8135,"Elgin city, Texas"
Texas,Grey Forest city,483,"Grey Forest city, Texas"
Texas,Liverpool city,482,"Liverpool city, Texas"
Texas,Avery town,482,"Avery town, Texas"
Texas,Anna city,8249,"Anna city, Texas"
Texas,Milano city,428,"Milano city, Texas"
Texas,Roma city,9765,"Roma city, Texas"
Texas,Fort Stockton city,8283,"Fort Stockton city, Texas"
Texas,Balmorhea city,479,"Balmorhea city, Texas"
Texas,Surfside Beach city,482,"Surfside Beach city, Texas"
Texas,Wilson city,489,"Wilson city, Texas"
Texas,Turkey city,421,"Turkey city, Texas"
Texas,Morgan city,490,"Morgan city, Texas"
Texas,San Leanna village,497,"San Leanna village, Texas"
Texas,Lefors town,497,"Lefors town, Texas"
Texas,Dalhart city,7930,"Dalhart city, Texas"
Texas,Hebron town,415,"Hebron town, Texas"
Texas,Byers city,496,"Byers city, Texas"
Texas,Oak Ridge town,495,"Oak Ridge town, Texas"
Texas,Granbury city,7978,"Granbury city, Texas"
Texas,Leary city,495,"Leary city, Texas"
Texas,Kirby city,8000,"Kirby city, Texas"
Texas,Trophy Club town,8024,"Trophy Club town, Texas"
Texas,Dean city,493,"Dean city, Texas"
Texas,Timbercreek Canyon village,418,"Timbercreek Canyon village, Texas"
Texas,Briaroaks city,492,"Briaroaks city, Texas"
Texas,Leon Valley city,10151,"Leon Valley city, Texas"
Texas,Bonham city,10127,"Bonham city, Texas"
Texas,Gallatin city,419,"Gallatin city, Texas"
Texas,Commerce city,8078,"Commerce city, Texas"
Texas,Gordon city,478,"Gordon city, Texas"
Texas,Wickett town,498,"Wickett town, Texas"
Texas,Lipan city,430,"Lipan city, Texas"
Texas,Brownfield city,9657,"Brownfield city, Texas"
Texas,Follett city,459,"Follett city, Texas"
Texas,Avinger town,444,"Avinger town, Texas"
Texas,Blum town,444,"Blum town, Texas"
Texas,Star Harbor city,444,"Star Harbor city, Texas"
Texas,Rockport city,8766,"Rockport city, Texas"
Texas,Pecos city,8780,"Pecos city, Texas"
Texas,Perryton city,8802,"Perryton city, Texas"
Texas,Bedias city,443,"Bedias city, Texas"
Texas,Hondo city,8803,"Hondo city, Texas"
Texas,Buffalo Springs village,453,"Buffalo Springs village, Texas"
Texas,Graham city,8903,"Graham city, Texas"
Texas,Pearsall city,9146,"Pearsall city, Texas"
Texas,Pleasanton city,8934,"Pleasanton city, Texas"
Texas,Devers city,447,"Devers city, Texas"
Texas,Mount Enterprise city,447,"Mount Enterprise city, Texas"
Texas,Weir city,450,"Weir city, Texas"
Texas,Wharton city,8832,"Wharton city, Texas"
Texas,Rose Hill Acres city,441,"Rose Hill Acres city, Texas"
Texas,Paradise city,441,"Paradise city, Texas"
Texas,Buffalo Gap town,464,"Buffalo Gap town, Texas"
Texas,Highland Haven city,431,"Highland Haven city, Texas"
Texas,Gustine town,476,"Gustine town, Texas"
Texas,Ropesville city,434,"Ropesville city, Texas"
Texas,Liberty city,8397,"Liberty city, Texas"
Texas,Smyer town,474,"Smyer town, Texas"
Texas,Appleby city,474,"Appleby city, Texas"
Texas,Woodway city,8452,"Woodway city, Texas"
Texas,Hillsboro city,8456,"Hillsboro city, Texas"
Texas,Skellytown town,473,"Skellytown town, Texas"
Texas,Pattison city,472,"Pattison city, Texas"
Texas,Brazos Country city,469,"Brazos Country city, Texas"
Texas,Prosper town,9423,"Prosper town, Texas"
Texas,Lamesa city,9422,"Lamesa city, Texas"
Texas,Highland Park town,8564,"Highland Park town, Texas"
Texas,Ingleside city,9387,"Ingleside city, Texas"
Texas,Royse City city,9349,"Royse City city, Texas"
Texas,Kosse town,464,"Kosse town, Texas"
Texas,Thorntonville town,476,"Thorntonville town, Texas"
Texas,Reklaw city,379,"Reklaw city, Texas"
Texas,Angus city,414,"Angus city, Texas"
Texas,Scotland city,501,"Scotland city, Texas"
Texas,Gonzales city,7237,"Gonzales city, Texas"
Texas,Blanket town,390,"Blanket town, Texas"
Texas,Christine town,390,"Christine town, Texas"
Texas,Azle city,10947,"Azle city, Texas"
Texas,Dayton city,7242,"Dayton city, Texas"
Texas,Fairview town,7248,"Fairview town, Texas"
Texas,Jayton city,534,"Jayton city, Texas"
Texas,Vernon city,11002,"Vernon city, Texas"
Texas,Webberville village,392,"Webberville village, Texas"
Texas,Galena Park city,10887,"Galena Park city, Texas"
Texas,Buda city,7295,"Buda city, Texas"
Texas,La Feria city,7302,"La Feria city, Texas"
Texas,Thornton town,526,"Thornton town, Texas"
Texas,San Patricio city,395,"San Patricio city, Texas"
Texas,Annetta South town,526,"Annetta South town, Texas"
Texas,Helotes city,7341,"Helotes city, Texas"
Texas,Sweetwater city,10906,"Sweetwater city, Texas"
Texas,Bastrop city,7218,"Bastrop city, Texas"
Texas,Yantis town,388,"Yantis town, Texas"
Texas,Chireno city,386,"Chireno city, Texas"
Texas,Raymondville city,11284,"Raymondville city, Texas"
Texas,Glenn Heights city,11278,"Glenn Heights city, Texas"
Texas,Kendleton city,380,"Kendleton city, Texas"
Texas,Navasota city,7049,"Navasota city, Texas"
Texas,Lakewood Village city,545,"Lakewood Village city, Texas"
Texas,Clute city,11211,"Clute city, Texas"
Texas,Lake Dallas city,7105,"Lake Dallas city, Texas"
Texas,Snyder city,11202,"Snyder city, Texas"
Texas,Hidalgo city,11198,"Hidalgo city, Texas"
Texas,Bear Creek village,382,"Bear Creek village, Texas"
Texas,Bayview town,383,"Bayview town, Texas"
Texas,Crystal City city,7138,"Crystal City city, Texas"
Texas,Bryson city,539,"Bryson city, Texas"
Texas,Stagecoach town,538,"Stagecoach town, Texas"
Texas,South Mountain town,384,"South Mountain town, Texas"
Texas,Huxley city,385,"Huxley city, Texas"
Texas,Andrews city,11088,"Andrews city, Texas"
Texas,Burkburnett city,10811,"Burkburnett city, Texas"
Texas,Bridge City city,7840,"Bridge City city, Texas"
Texas,Winfield city,524,"Winfield city, Texas"
Texas,Volente village,520,"Volente village, Texas"
Texas,Jacinto City city,10553,"Jacinto City city, Texas"
Texas,Lake City town,509,"Lake City town, Texas"
Texas,Fredericksburg city,10530,"Fredericksburg city, Texas"
Texas,Robinson city,10509,"Robinson city, Texas"
Texas,Whitehouse city,7660,"Whitehouse city, Texas"
Texas,Cleveland city,7675,"Cleveland city, Texas"
Texas,Fruitvale city,408,"Fruitvale city, Texas"
Texas,Cove city,510,"Cove city, Texas"
Texas,Texline town,507,"Texline town, Texas"
Texas,Boerne city,10471,"Boerne city, Texas"
Texas,Windthorst town,409,"Windthorst town, Texas"
Texas,Webster city,10400,"Webster city, Texas"
Texas,Alba town,504,"Alba town, Texas"
Texas,Rose City city,502,"Rose City city, Texas"
Texas,Richland Hills city,7801,"Richland Hills city, Texas"
Texas,Quitaque city,411,"Quitaque city, Texas"
Texas,Hallsburg city,507,"Hallsburg city, Texas"
Texas,Easton city,510,"Easton city, Texas"
Texas,Oakwood town,510,"Oakwood town, Texas"
Texas,Jersey Village city,7620,"Jersey Village city, Texas"
Texas,River Oaks city,7427,"River Oaks city, Texas"
Texas,Red Oak city,10769,"Red Oak city, Texas"
Texas,Tomball city,10753,"Tomball city, Texas"
Texas,Annetta North town,518,"Annetta North town, Texas"
Texas,Kurten town,398,"Kurten town, Texas"
Texas,Mexia city,7459,"Mexia city, Texas"
Texas,Talco city,516,"Talco city, Texas"
Texas,Buckholts town,515,"Buckholts town, Texas"
Texas,Snook city,511,"Snook city, Texas"
Texas,Iola city,401,"Iola city, Texas"
Texas,New Berlin city,511,"New Berlin city, Texas"
Texas,Howardwick city,402,"Howardwick city, Texas"
Texas,Jasper city,7590,"Jasper city, Texas"
Texas,Millsap town,403,"Millsap town, Texas"
Texas,Vidor city,10579,"Vidor city, Texas"
Texas,Bloomburg town,404,"Bloomburg town, Texas"
Texas,Riverside city,510,"Riverside city, Texas"
Texas,Higgins city,397,"Higgins city, Texas"
Texas,Progreso city,5507,"Progreso city, Texas"
Texas,Lorenzo city,1147,"Lorenzo city, Texas"
Texas,Lawn town,314,"Lawn town, Texas"
Texas,Hereford city,15370,"Hereford city, Texas"
Texas,Sunnyvale town,5130,"Sunnyvale town, Texas"
Texas,Big Wells city,697,"Big Wells city, Texas"
Texas,Manvel city,5179,"Manvel city, Texas"
Texas,Bonney village,310,"Bonney village, Texas"
Texas,Carrizo Springs city,5368,"Carrizo Springs city, Texas"
Texas,Palmview city,5460,"Palmview city, Texas"
Texas,Windcrest city,5364,"Windcrest city, Texas"
Texas,Lucas city,5166,"Lucas city, Texas"
Texas,West University Place city,14787,"West University Place city, Texas"
Texas,Annona town,315,"Annona town, Texas"
Texas,Highland Village city,15056,"Highland Village city, Texas"
Texas,Hutchins city,5338,"Hutchins city, Texas"
Texas,Livingston town,5335,"Livingston town, Texas"
Texas,La Marque city,14509,"La Marque city, Texas"
Texas,Wake Village city,5492,"Wake Village city, Texas"
Texas,Como town,702,"Como town, Texas"
Texas,Chillicothe city,707,"Chillicothe city, Texas"
Texas,Lincoln Park town,308,"Lincoln Park town, Texas"
Texas,Camp Wood city,706,"Camp Wood city, Texas"
Texas,Happy town,678,"Happy town, Texas"
Texas,Nordheim city,307,"Nordheim city, Texas"
Texas,Chester town,312,"Chester town, Texas"
Texas,Union Valley city,307,"Union Valley city, Texas"
Texas,Lakeside town,312,"Lakeside town, Texas"
Texas,Sulphur Springs city,15449,"Sulphur Springs city, Texas"
Texas,Tolar city,681,"Tolar city, Texas"
Texas,Muleshoe city,5158,"Muleshoe city, Texas"
Texas,Brazos Bend city,305,"Brazos Bend city, Texas"
Texas,Seagoville city,14835,"Seagoville city, Texas"
Texas,Poynor town,305,"Poynor town, Texas"
Texas,Eureka city,307,"Eureka city, Texas"
Texas,Scurry town,681,"Scurry town, Texas"
Texas,Petrolia city,686,"Petrolia city, Texas"
Texas,Brenham city,15716,"Brenham city, Texas"
Texas,Nazareth city,311,"Nazareth city, Texas"
Texas,Gary City town,311,"Gary City town, Texas"
Texas,Jacksonville city,14544,"Jacksonville city, Texas"
Texas,Bowie city,5218,"Bowie city, Texas"
Texas,Blackwell city,311,"Blackwell city, Texas"
Texas,Tira town,297,"Tira town, Texas"
Texas,Industry city,304,"Industry city, Texas"
Texas,Forney city,14661,"Forney city, Texas"
Texas,Dumas city,14691,"Dumas city, Texas"
Texas,Taylor city,15191,"Taylor city, Texas"
Texas,Hutto city,14698,"Hutto city, Texas"
Texas,Point Blank city,688,"Point Blank city, Texas"
Texas,Humble city,15133,"Humble city, Texas"
Texas,Normangee town,685,"Normangee town, Texas"
Texas,Post city,5376,"Post city, Texas"
Texas,Edna city,5499,"Edna city, Texas"
Texas,Center city,5193,"Center city, Texas"
Texas,Westover Hills town,682,"Westover Hills town, Texas"
Texas,Luling city,5411,"Luling city, Texas"
Texas,Mount Pleasant city,15564,"Mount Pleasant city, Texas"
Texas,Burton city,300,"Burton city, Texas"
Texas,Cibolo city,15349,"Cibolo city, Texas"
Texas,Portland city,15099,"Portland city, Texas"
Texas,Warren City city,298,"Warren City city, Texas"
Texas,Mercedes city,15570,"Mercedes city, Texas"
Texas,Ector city,695,"Ector city, Texas"
Utah,Roy city,36884,"Roy city, Utah"
Utah,Ballard town,801,"Ballard town, Utah"
Utah,Cedar Fort town,368,"Cedar Fort town, Utah"
Utah,Parowan city,2790,"Parowan city, Utah"
Utah,Boulder town,226,"Boulder town, Utah"
Utah,Garden City town,562,"Garden City town, Utah"
Utah,Altamont town,225,"Altamont town, Utah"
Utah,Leamington town,226,"Leamington town, Utah"
Utah,Henefer town,766,"Henefer town, Utah"
Utah,Spanish Fork city,34691,"Spanish Fork city, Utah"
Utah,Ivins city,6753,"Ivins city, Utah"
Utah,West Bountiful city,5265,"West Bountiful city, Utah"
Utah,Corinne city,685,"Corinne city, Utah"
Utah,Holden town,378,"Holden town, Utah"
Utah,Moab city,5046,"Moab city, Utah"
Utah,Alta town,383,"Alta town, Utah"
Utah,Heber city,11362,"Heber city, Utah"
Utah,Logan city,48174,"Logan city, Utah"
Utah,Lehi city,47407,"Lehi city, Utah"
Utah,Henrieville town,230,"Henrieville town, Utah"
Utah,Mantua town,687,"Mantua town, Utah"
Utah,Murray city,46746,"Murray city, Utah"
Utah,Mendon city,1282,"Mendon city, Utah"
Utah,Hooper city,7218,"Hooper city, Utah"
Utah,Enoch city,5803,"Enoch city, Utah"
Utah,Nibley city,5438,"Nibley city, Utah"
Utah,Hatch town,133,"Hatch town, Utah"
Utah,North Ogden city,17357,"North Ogden city, Utah"
Utah,Bountiful city,42552,"Bountiful city, Utah"
Utah,Midway city,3845,"Midway city, Utah"
Utah,Draper city,42274,"Draper city, Utah"
Utah,Clarkston town,666,"Clarkston town, Utah"
Utah,Paradise town,904,"Paradise town, Utah"
Utah,Fairview city,1247,"Fairview city, Utah"
Utah,Hyde Park city,3833,"Hyde Park city, Utah"
Utah,Pleasant Grove city,33509,"Pleasant Grove city, Utah"
Utah,Providence city,7075,"Providence city, Utah"
Utah,Hildale city,2726,"Hildale city, Utah"
Utah,Minersville town,907,"Minersville town, Utah"
Utah,Glendale town,381,"Glendale town, Utah"
Utah,Vineyard town,139,"Vineyard town, Utah"
Utah,Circleville town,547,"Circleville town, Utah"
Utah,Riverton city,38753,"Riverton city, Utah"
Utah,Farr West city,5928,"Farr West city, Utah"
Utah,Orderville town,577,"Orderville town, Utah"
Utah,Saratoga Springs city,17781,"Saratoga Springs city, Utah"
Utah,Midvale city,27964,"Midvale city, Utah"
Utah,Junction town,191,"Junction town, Utah"
Utah,Aurora city,1016,"Aurora city, Utah"
Utah,Sterling town,262,"Sterling town, Utah"
Utah,Kaysville city,27300,"Kaysville city, Utah"
Utah,Manila town,310,"Manila town, Utah"
Utah,Blanding city,3375,"Blanding city, Utah"
Utah,Bryce Canyon City town,198,"Bryce Canyon City town, Utah"
Utah,Virgin town,596,"Virgin town, Utah"
Utah,Meadow town,310,"Meadow town, Utah"
Utah,Holladay city,26472,"Holladay city, Utah"
Utah,Joseph town,344,"Joseph town, Utah"
Utah,American Fork city,26263,"American Fork city, Utah"
Utah,Farmington city,18275,"Farmington city, Utah"
Utah,Green River city,952,"Green River city, Utah"
Utah,Santa Clara city,6003,"Santa Clara city, Utah"
Utah,Wellsville city,3432,"Wellsville city, Utah"
Utah,Eureka city,669,"Eureka city, Utah"
Utah,Annabella town,795,"Annabella town, Utah"
Utah,Delta city,3436,"Delta city, Utah"
Utah,Perry city,4512,"Perry city, Utah"
Utah,Payson city,18294,"Payson city, Utah"
Utah,Syracuse city,24331,"Syracuse city, Utah"
Utah,Spring City city,988,"Spring City city, Utah"
Utah,Ephraim city,6135,"Ephraim city, Utah"
Utah,Roosevelt city,6046,"Roosevelt city, Utah"
Utah,Newton town,789,"Newton town, Utah"
Utah,South Weber city,6051,"South Weber city, Utah"
Utah,Nephi city,5389,"Nephi city, Utah"
Utah,Gunnison city,3285,"Gunnison city, Utah"
Utah,Manti city,3276,"Manti city, Utah"
Utah,Elwood town,1034,"Elwood town, Utah"
Utah,Escalante city,797,"Escalante city, Utah"
Utah,Stockton town,616,"Stockton town, Utah"
Utah,Clawson town,163,"Clawson town, Utah"
Utah,Goshen town,921,"Goshen town, Utah"
Utah,Myton city,569,"Myton city, Utah"
Utah,Independence town,164,"Independence town, Utah"
Utah,Cannonville town,167,"Cannonville town, Utah"
Utah,Snowville town,167,"Snowville town, Utah"
Utah,Loa town,572,"Loa town, Utah"
Utah,Deweyville town,332,"Deweyville town, Utah"
Utah,Tooele city,31605,"Tooele city, Utah"
Utah,Tabiona town,171,"Tabiona town, Utah"
Utah,Brigham City city,17899,"Brigham City city, Utah"
Utah,Francis town,1077,"Francis town, Utah"
Utah,Tropic town,530,"Tropic town, Utah"
Utah,Cottonwood Heights city,33433,"Cottonwood Heights city, Utah"
Utah,Kingston town,173,"Kingston town, Utah"
Utah,Fountain Green city,1071,"Fountain Green city, Utah"
Utah,Morgan city,3687,"Morgan city, Utah"
Utah,Beaver city,3112,"Beaver city, Utah"
Utah,Clearfield city,30112,"Clearfield city, Utah"
Utah,Daniel town,938,"Daniel town, Utah"
Utah,South Salt Lake city,23617,"South Salt Lake city, Utah"
Utah,Woodruff town,180,"Woodruff town, Utah"
Utah,Springville city,29466,"Springville city, Utah"
Utah,Kanarraville town,355,"Kanarraville town, Utah"
Utah,Hanksville town,219,"Hanksville town, Utah"
Utah,Torrey town,182,"Torrey town, Utah"
Utah,Salem city,6423,"Salem city, Utah"
Utah,Cedar City city,28857,"Cedar City city, Utah"
Utah,Mount Pleasant city,3260,"Mount Pleasant city, Utah"
Utah,Oak City town,578,"Oak City town, Utah"
Utah,East Carbon city,1301,"East Carbon city, Utah"
Utah,Antimony town,122,"Antimony town, Utah"
Utah,Springdale town,529,"Springdale town, Utah"
Utah,North Logan city,8269,"North Logan city, Utah"
Utah,Harrisville city,5567,"Harrisville city, Utah"
